model,condition,skill,classifier,intro_strategy,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,kappa_mean,kappa_std,n_samples,feature_dim,elapsed_s,f1_fail_mean,f1_pass_mean,prec_fail_mean,prec_pass_mean,rec_fail_mean,rec_pass_mean,f1_fail_std,f1_pass_std,_macro_f1_folds
openai-small,C2b,javascript,nominal,concat,0.7617360309712573,0.012666061923110001,0.8784129859925438,0.006160188249458514,0.12369764888369902,0.006287148487337355,0.5236646774309875,0.02534566461423382,6338,3072,2.5,0.9269453400506625,0.5965267218918522,0.9341105849900566,0.5727539545231781,0.9199194283379016,0.6229486516014029,0.0037496241410302045,0.022025193804441796,"[0.7745268098866793, 0.7480820607743328, 0.7566104868913858, 0.7790116279069768, 0.750449169396912]"
openai-small,C2b,javascript,nominal,average,0.7384075454889567,0.005953968071047715,0.8647895990772178,0.003518408555832941,0.13915991723911275,0.004401838648200139,0.47733426155707326,0.011834760982641893,6338,1536,2.3,0.9173611105483233,0.5594539804295902,0.9295724421301417,0.523304565978332,0.9054945017364288,0.6014777758610775,0.0028490010837620514,0.009754580525428979,"[0.7468398839934772, 0.7328651685393259, 0.7352453938462244, 0.7442616015905918, 0.732825679475164]"
openai-small,C2b,html_css,nominal,concat,0.8076188513091983,0.013850174678452782,0.8719321984676351,0.01043609099303585,0.12953871511481704,0.011721867794370852,0.6154182524073993,0.027612270341763067,6338,3072,2.4,0.9175491486413005,0.6976885539770962,0.9251196676960547,0.679012703319593,0.9102091137935819,0.7186311787072243,0.00801318132874301,0.019726533157005986,"[0.8045849029590579, 0.8038015556451201, 0.8340742109172642, 0.802470468309648, 0.7931631187149013]"
openai-small,C2b,html_css,nominal,average,0.7811222959232518,0.01057005766658045,0.8539708772225822,0.007362924560361075,0.14799695746677985,0.00811344750487585,0.5625331746298677,0.02117695503238725,6338,1536,2.2,0.905641271750443,0.6566033200960609,0.9151469155423733,0.6341955439557655,0.8964757883887335,0.68212927756654,0.005588095215703517,0.01669708790834224,"[0.7739695224961838, 0.7847981573524063, 0.7922751271048827, 0.7642438041450632, 0.7903248685177238]"
openai-small,C3,react,nominal,none,0.7477176579884957,0.009421143719281022,0.773648166236209,0.008763065668255242,0.2286213490223808,0.009130029861297215,0.49596148904240056,0.018710604527721286,6338,1536,3.5,0.8249498045664827,0.6704855114105085,0.8440567344393661,0.6433267878636981,0.8067578241659479,0.7002375296912113,0.00763293542328101,0.011623087098479007,"[0.7522861365586491, 0.7339524288326289, 0.7608567305169247, 0.7508958191414535, 0.7405971748928218]"
openai-small,C3,javascript,nominal,none,0.7024606167289654,0.01196787970469201,0.8435578575211004,0.0046179935459583835,0.1632996297670296,0.005268641341915671,0.40647604356426353,0.024701789582790866,6338,1536,3.0,0.9022522603596199,0.5026689730983109,0.9218336561415841,0.45509526587940397,0.8836720979581786,0.5639123684664481,0.0037183022883991736,0.023670548062570726,"[0.7090608723584884, 0.6819484139461106, 0.7083973170806667, 0.7160604769639037, 0.696836003295658]"
openai-small,C3,html_css,nominal,none,0.8039373260814127,0.01778560814781756,0.8687309839701938,0.013080816372017603,0.13347956747228232,0.014392876823554335,0.6081741037571713,0.03531544822157339,6338,1536,2.5,0.9146875453459551,0.6931871068168703,0.9260975507689873,0.6650384756522923,0.9036455174327565,0.7247148288973384,0.009767847063168399,0.025848475373767093,"[0.779628614590714, 0.7990652333091688, 0.8272983753283394, 0.821065416337137, 0.7926289908417048]"
openai-small,C4,react,nominal,none,0.7666370877508101,0.013733684080150329,0.7903976819622548,0.012548347712556583,0.21189625509474927,0.012862718972483148,0.5338292272600096,0.027349164296394158,6338,1536,3.6,0.8374048190951531,0.6958693564064671,0.8587169020511292,0.6651066860747424,0.8171507838819251,0.7296912114014251,0.010241518935158903,0.017308424866980317,"[0.7672830977795517, 0.7737896223926315, 0.7566265522734689, 0.7876030559525118, 0.7478831103558864]"
openai-small,C4,javascript,nominal,none,0.7141952041077311,0.01685699104456943,0.8508287415632122,0.007393977551145804,0.15478165715978778,0.007029481157448891,0.4294521073542355,0.034188113956145696,6338,1536,3.1,0.9076682944267855,0.5207221137886766,0.9242289480367418,0.4773017796079958,0.8918060397967926,0.5746248059341038,0.0042000347169697475,0.03091595320229126,"[0.7106921427823489, 0.7129886015928919, 0.7460922244975401, 0.6974339305873158, 0.7037691210785585]"
openai-small,C4,html_css,nominal,none,0.8024350237978062,0.007510068302494145,0.8684122646121173,0.005190419369911103,0.13316635087728035,0.0056835138208725594,0.6050586979398686,0.01503175214729249,6338,1536,2.6,0.91520930027723,0.6896607473183826,0.9236377696855833,0.6683803995406055,0.9070268181007313,0.7133079847908745,0.003920996198461885,0.011976635639107983,"[0.8060956817353049, 0.8003332417833928, 0.8138429116052189, 0.790952675023217, 0.8009506088418973]"
