model,condition,skill,classifier,intro_strategy,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,kappa_mean,kappa_std,f1_not_exp_mean,f1_junior_mean,f1_midlevel_mean,f1_senior_mean,f1_not_exp_std,f1_junior_std,f1_midlevel_std,f1_senior_std,n_samples,feature_dim,elapsed_s,_macro_f1_folds
voyage,C1b,javascript,nominal,concat,0.5277190540379219,0.02395604931039995,0.7492831330551708,0.011843056689852433,0.26190857959510905,0.014322408895035915,0.466092705110999,0.021383407202126337,0.6669922829215968,0.8250886406028028,0.4928483430251657,0.12594694960212202,0.027510442161228804,0.011173168075726625,0.022498924104928326,0.06295987943129876,6338,2048,9.5,"[0.5077229286332762, 0.5011579601601551, 0.5184767014189523, 0.5478115498214807, 0.5634261301557449]"
voyage,C1b,javascript,ordinal,concat,0.5433272955738768,0.034903123100264666,0.7441609456711568,0.010758662802468701,0.26522536407072017,0.01424372998196931,0.44693027771433247,0.023404678945981767,0.6726131614695599,0.8277833423172318,0.4258246621607367,0.24708801634797836,0.010495318729706339,0.007327533323811019,0.04566672699500336,0.09834689935734746,6338,2048,72.1,"[0.5426139242823862, 0.5040668648043344, 0.602480120479462, 0.5129258220263607, 0.5545497462768405]"
voyage,C1b,javascript,nominal,average,0.5263079712481932,0.020563308371326673,0.7385028129567333,0.006942678005017141,0.2806853916078867,0.007361514364040735,0.45595058621051965,0.01654967678715058,0.6619768158384259,0.8108146875879608,0.4918046583722642,0.1406357231941214,0.024811937416437644,0.005012677310215895,0.017150512588228545,0.0864979310645094,6338,1024,7.3,"[0.5173140055855021, 0.50064375047116, 0.5633088217559357, 0.5263403072899641, 0.5239329711384039]"
voyage,C1b,javascript,ordinal,average,0.5462376460721016,0.02288978368506983,0.7642157650224067,0.013051050106056535,0.23429871103154826,0.013160184725394708,0.47856486912173146,0.030994679521987863,0.6873938638469355,0.8481208229709916,0.4559388214470877,0.19349707602339183,0.028402377936058692,0.008810319102654831,0.03571223723029996,0.04659926246485809,6338,1024,28.4,"[0.5024921974284299, 0.5584221376490861, 0.553644638862935, 0.5480429599814095, 0.5685862964386477]"
voyage,C1b,html_css,nominal,concat,0.5483484987065589,0.016138218187056026,0.792473106200242,0.013373522932611272,0.21315459903047262,0.013885763694002726,0.560505984603929,0.027365069465105415,0.6826799859183579,0.853263419558384,0.6574505893494937,0.0,0.04905065110183415,0.010284378467814676,0.015795851599760158,0.0,6338,2048,8.3,"[0.5325568908552576, 0.5307275147467723, 0.5460303432022389, 0.5732359618048716, 0.5591917829236541]"
voyage,C1b,html_css,ordinal,concat,0.5528447267711531,0.021137631092328975,0.7799214669566108,0.010200975380969769,0.2229422441545766,0.010450270729045264,0.5311205674243348,0.023330525877406437,0.6715750831964272,0.8472749220144292,0.6191955685404229,0.07333333333333333,0.0236259670908244,0.007111169536126416,0.01842479827556808,0.09043106644167023,6338,2048,72.9,"[0.5215216945891625, 0.5473355077046638, 0.5466807021954081, 0.5857485285138712, 0.5629372008526602]"
voyage,C1b,html_css,nominal,average,0.5406055476377134,0.007628500266524154,0.7755779481947535,0.01099381315775089,0.2328782812426084,0.01063247271476853,0.5326438733024046,0.024657566382945993,0.6443778820158028,0.8368068914500514,0.6479040837516663,0.03333333333333333,0.022891792526518143,0.007952331893916354,0.02213500333425684,0.06666666666666667,6338,1024,5.7,"[0.5527768515655153, 0.5345374345302738, 0.5307796804308761, 0.5435917457085756, 0.5413420259533265]"
voyage,C1b,html_css,ordinal,average,0.5648763470753542,0.024813075081948764,0.7977262315583321,0.01429915640126424,0.2005353065812832,0.01325126678116339,0.5627333786625686,0.033321728411008486,0.6916681156026853,0.8633903060051293,0.6425422047888402,0.06190476190476191,0.03329035377740619,0.00957481998874662,0.03344398870901729,0.07619047619047618,6338,1024,26.7,"[0.5222503601229193, 0.5567402423410261, 0.5893606208774453, 0.5668230491041883, 0.5892074629311917]"
voyage,C2a,react,nominal,none,0.6104083079374817,0.01656174026251127,0.7200521996460673,0.007950122597019348,0.2974104855355182,0.007115627386531854,0.5400079659059238,0.012636959551178157,0.7398214293070431,0.7861887250240293,0.6530120597468153,0.2626110176720386,0.017102569568584074,0.008205652708986533,0.010881565347866556,0.0546259099483131,6338,1024,8.6,"[0.6286993507586237, 0.5950279361981583, 0.604203918785579, 0.6315027810444214, 0.5926075529006256]"
voyage,C2a,react,ordinal,none,0.6622865018367908,0.009131513172045495,0.7584623797810487,0.004064760307162678,0.2417170643289123,0.005145621231843777,0.6000037960503409,0.00722163492794954,0.7921884035944574,0.8214571773147649,0.6840941566877368,0.3514062697502046,0.01997531247277946,0.004132278274607252,0.009885055950345832,0.03888300169666084,6338,1024,35.3,"[0.6462121752085426, 0.671867418191142, 0.6619108032801503, 0.6703584721190684, 0.6610836403850507]"
voyage,C2a,javascript,nominal,none,0.5541638959683961,0.027237379746996738,0.7696277555036477,0.010119550197729973,0.24439583805357548,0.012703384160730382,0.5178808634760259,0.019444277121890466,0.6994454574421536,0.8364254559856368,0.5477842023540476,0.13300046809174598,0.025006413524337995,0.009102994639854001,0.03490685365769404,0.08832276997889785,6338,1024,10.6,"[0.539346946058857, 0.5112656527662911, 0.5664921227521567, 0.5615668678409226, 0.5921478904237526]"
voyage,C2a,javascript,ordinal,none,0.5995538124031382,0.024980102914293045,0.7937103560845393,0.009847706171929576,0.20510831866427312,0.009953751145080623,0.5465873682909747,0.02168301645367114,0.7273212923282947,0.8667382129153802,0.526155744368878,0.27799999999999997,0.02456763663391568,0.006521629054908438,0.019484301112320936,0.1018844661587057,6338,1024,36.0,"[0.5989469575386606, 0.5603692539486734, 0.6274903021511778, 0.5863303897694938, 0.6246321586076858]"
voyage,C2a,html_css,nominal,none,0.5894901159007271,0.031193604419033363,0.81227610153644,0.016490603000466196,0.1942206807605835,0.019450726656543408,0.6061535173173722,0.03340960142060807,0.703608809223574,0.8654759220308345,0.700963644436412,0.0879120879120879,0.03455257538422395,0.013776462724197457,0.021818047242022014,0.11546308164012042,6338,1024,6.4,"[0.626519664251157, 0.5411251012084124, 0.5798569291197253, 0.5794536945277089, 0.6204951903966318]"
voyage,C2a,html_css,ordinal,none,0.5820251769782894,0.020749724389229177,0.8189989620568608,0.018815624219743473,0.1803384382492736,0.01942946413754423,0.6087095488887833,0.041038404936068223,0.7172294392482825,0.8789633673792416,0.6822838411352575,0.04962406015037594,0.044746244443007836,0.0137171586569077,0.02902237793529068,0.06192860235180151,6338,1024,31.7,"[0.5805549813855341, 0.5432226523351381, 0.5994248937865286, 0.5871126382341647, 0.5998107191500812]"
voyage,C2b,react,nominal,concat,0.5741194408519441,0.017099686992331373,0.6962025005336147,0.015298412476106426,0.32107663847385337,0.01758718495680593,0.4994836489507456,0.022519447955364327,0.7175186100852338,0.7716776930500517,0.6181043555333655,0.18917710473912538,0.01517836797218397,0.018877044320384062,0.022038405416744865,0.05178943970608692,6338,2048,11.7,"[0.5636953723306934, 0.5737851170132925, 0.5710184411142853, 0.606024784291571, 0.5560734895098782]"
