model,condition,skill,classifier,intro_strategy,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,kappa_mean,kappa_std,n_samples,feature_dim,elapsed_s,f1_fail_mean,f1_pass_mean,prec_fail_mean,prec_pass_mean,rec_fail_mean,rec_pass_mean,f1_fail_std,f1_pass_std,_macro_f1_folds
voyage,C1a,react,nominal,none,0.8226096982453484,0.004710799270991681,0.8408297513755416,0.004307509994211777,0.16077485005191228,0.004478386568812093,0.6455997564648606,0.009368039092078189,6338,1024,2.6,0.876874905221684,0.7683444912690129,0.897445604726251,0.7369068783430525,0.8573128354559689,0.8028503562945367,0.0038135648596125307,0.0062068440755112825,"[0.8217175659492768, 0.8182002265464308, 0.8176575212866604, 0.8303466404082146, 0.8251265370361596]"
voyage,C1a,javascript,nominal,none,0.7565273891423199,0.017037069543583996,0.8717560721642135,0.009993217764076799,0.13411409250595685,0.01141710259698606,0.5142525270696574,0.03368805666977948,6338,1024,2.8,0.91968903068707,0.5933657475975698,0.9397680108475928,0.5363247458962039,0.9004967331884458,0.6648553849692369,0.007142897910849095,0.027099022088806036,"[0.7640554731041533, 0.7785518738789767, 0.7488965639925755, 0.76304575940727, 0.7280872753286238]"
voyage,C1a,html_css,nominal,none,0.818500370475425,0.014532983155808771,0.8772613337675773,0.010396007926953,0.1259058507764435,0.01120100820961195,0.6375589002640355,0.028852498620092468,6338,1024,2.4,0.9189387334743341,0.7180620074765158,0.9378203262569459,0.6716638109955649,0.9008582585082555,0.7718631178707225,0.007530210090799487,0.021673565963947743,"[0.8086823489782169, 0.7985900662133463, 0.8383283486395611, 0.831230874464485, 0.8156702140815153]"
voyage,C1b,react,nominal,concat,0.8009805016690432,0.01316864247708908,0.8226959874818045,0.011486403421743074,0.17797786071571733,0.011312483866586169,0.6020595170674412,0.026379660039925583,6338,2048,4.5,0.8656598652604413,0.7363011380776452,0.8730616690194928,0.7246462445874444,0.8584878907896314,0.7486935866983373,0.008282850643676388,0.018370499031414862,"[0.7988860840871874, 0.8162851347435526, 0.8134983626574901, 0.7965064438056945, 0.7797264830512912]"
voyage,C1b,react,nominal,average,0.8084523660441958,0.00819612464704602,0.8278786134594036,0.007042460677194344,0.17402792059536049,0.006934521350671875,0.6174746476170047,0.01644197613561748,6338,1024,2.3,0.8663098883761122,0.7505948437122794,0.8897201841107062,0.7162518238686196,0.8443202402583447,0.7890736342042756,0.005361940483055199,0.012096127038087526,"[0.7952031010255995, 0.8046145736182637, 0.8130380766447773, 0.8098843236754515, 0.8195217552568868]"
voyage,C1b,javascript,nominal,concat,0.7316899620186976,0.010710532489821801,0.8615334418753804,0.0062393469348165165,0.14231872402829407,0.007118102872833386,0.46384294782756824,0.02124799569554013,6338,2048,3.9,0.9155464985113436,0.5478334255260517,0.9270049624580154,0.5141591713955809,0.9043808276378584,0.5864527629233511,0.004426908458623136,0.01706489157583451,"[0.7388014981273409, 0.7454727937486558, 0.7346135427074774, 0.7152620014369004, 0.7242999740731138]"
voyage,C1b,javascript,nominal,average,0.7219800193511186,0.013617922625791997,0.8524267674123573,0.005560622976303462,0.15525446980995372,0.005278944934113812,0.4458440687870648,0.02776638118715165,6338,1024,2.4,0.906689137461726,0.5372709012405109,0.9304497644140659,0.4777076909810609,0.884223377751483,0.6154620205853603,0.003234442608327039,0.02553142463210036,"[0.73176703573679, 0.6960104545176773, 0.7314093351712991, 0.7205963823344324, 0.7301168889953936]"
voyage,C1b,html_css,nominal,concat,0.8056311106935199,0.013976929580524029,0.870089063921901,0.009655030642427835,0.1319029028555494,0.010167076412105779,0.611488582475429,0.027908359401536968,6338,2048,2.9,0.915807522328955,0.695454699058085,0.9264768165284611,0.6682745887408859,0.9054343818754831,0.7254752851711027,0.0066948685014989896,0.021486388359060624,"[0.8002338856984927, 0.7870378573115993, 0.8292045033618067, 0.8106428749348973, 0.801036432160804]"
voyage,C1b,html_css,nominal,average,0.7816462399824959,0.01076462076699405,0.8511591523176252,0.007914027293523493,0.15367593784468142,0.00878287888757098,0.5643870202793881,0.021297829620102,6338,1024,2.1,0.9004634235627096,0.6628290564022821,0.9249006332854213,0.6090456568043029,0.8773657608372479,0.7277566539923954,0.006104979250241526,0.01594032327760685,"[0.7782782874218679, 0.7672472925059657, 0.8004656832020653, 0.7793897745100355, 0.782850162272545]"
voyage,C2a,react,nominal,none,0.8332516737301446,0.005729784873714801,0.8505415332282693,0.005325920594842104,0.15083744357495163,0.005530066255257818,0.666785707448694,0.0113832257083386,6338,1024,2.6,0.8847478927376178,0.7817554547226714,0.903291081065241,0.7526828176359276,0.8669949006506066,0.8133016627078385,0.004585638425878253,0.007058830861373834,"[0.833414003401972, 0.8302372188728757, 0.8438310828244603, 0.8319628647214854, 0.8268131988299298]"
